競馬場,競走年月日,レース番号,発走時刻,競走種類名称,レース名,副賞名1,副賞名2,副賞名3,副賞名4,副賞名5,副賞名6,副賞名7,副賞名8,副賞名9,副賞名10,副賞名11,副賞名12,副賞名13,副賞名14,副賞名15,芝ダート区分,回り,距離,天候,馬場,頭数,条件,1着賞金(円),2着賞金(円),3着賞金(円),4着賞金(円),5着賞金(円),上がり4F,上がり3F,ハロンタイム1,ハロンタイム2,ハロンタイム3,ハロンタイム4,ハロンタイム5,ハロンタイム6,ハロンタイム7,ハロンタイム8,ハロンタイム9,ハロンタイム10,ハロンタイム11,ハロンタイム12,ハロンタイム13,ハロンタイム14,ハロンタイム15,コーナー名称1,コーナー名称2,コーナー名称3,コーナー名称4,コーナー名称5,コーナー名称6,コーナー名称7,コーナー名称8,コーナー通過順1,コーナー通過順2,コーナー通過順3,コーナー通過順4,コーナー通過順5,コーナー通過順6,コーナー通過順7,コーナー通過順8
帯広ば,20260518,10,1935,普通,もとや＆ゆきこ披露宴記念Ｂ３－８,,,,,,,,,,,,,,,,,直,200,晴,0.6,9,"混合　３歳以上 規定",340000,125000,71000,37000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260518,11,2005,特別,エメラルド特別Ａ１－１混合,,,,,,,,,,,,,,,,,直,200,晴,0.6,7,"混合　３歳以上 規定",850000,323000,187000,102000,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260518,12,2035,普通,Ｂ２－３,,,,,,,,,,,,,,,,,直,200,晴,0.6,10,"混合　３歳以上 規定",420000,155000,88000,46000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,1,1440,普通,第６４回　定期大会記念Ｃ１－７,,,,,,,,,,,,,,,,,直,200,曇,0.6,9,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,2,1510,普通,労使で乗り越える物価高騰杯Ｃ２－１４,,,,,,,,,,,,,,,,,直,200,曇,0.6,9,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,3,1540,普通,大上洋充様祝還暦記念Ｃ２－７,,,,,,,,,,,,,,,,,直,200,晴,0.5,9,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,4,1615,普通,本田さん入籍おめでとう！Ｃ２－６,,,,,,,,,,,,,,,,,直,200,晴,0.5,8,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,5,1650,普通,山本忠成退官記念品川会杯Ｃ１－５,,,,,,,,,,,,,,,,,直,200,晴,0.5,9,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,6,1725,普通,栗雨しなの記念Ｂ４－６,,,,,,,,,,,,,,,,,直,200,晴,0.5,9,"混合　３歳以上 規定",330000,122000,69000,36000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,7,1755,普通,祝還暦！まだまだ現役上出杯Ｂ４－３,,,,,,,,,,,,,,,,,直,200,曇,0.5,9,"混合　３歳以上 規定",330000,122000,69000,36000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,8,1825,普通,ほんあみ誕生日記念！Ｂ３－８,,,,,,,,,,,,,,,,,直,200,曇,0.5,9,"混合　３歳以上 規定",340000,125000,71000,37000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,9,1855,普通,和真２９歳おめでとうＢ３－７,,,,,,,,,,,,,,,,,直,200,曇,0.5,9,"混合　３歳以上 規定",340000,125000,71000,37000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,10,1930,普通,アダで出会えたご縁に感謝Ｂ２－３,,,,,,,,,,,,,,,,,直,200,曇,0.5,8,"混合　３歳以上 規定",420000,155000,88000,46000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,11,2000,特別,サテライト石狩２２周年記念Ａ２－１混合,,,,,,,,,,,,,,,,,直,200,曇,0.5,10,"混合　３歳以上 規定",650000,247000,143000,78000,52000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260523,12,2030,普通,Ｂ２－２,,,,,,,,,,,,,,,,,直,200,曇,0.5,10,"混合　３歳以上 規定",420000,155000,88000,46000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,1,1435,普通,氣志團　来場記念Ｃ２－１３,,,,,,,,,,,,,,,,,直,200,曇,0.5,10,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,2,1510,普通,祝！長尾優子還暦おめでとうＣ２－１０,,,,,,,,,,,,,,,,,直,200,曇,0.5,9,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,3,1545,普通,マモッチ還暦＆来場記念Ｃ２－３,,,,,,,,,,,,,,,,,直,200,曇,0.5,10,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,4,1615,普通,かんたろうくんお誕生日記念Ｃ１－８,,,,,,,,,,,,,,,,,直,200,曇,0.5,9,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,5,1645,普通,うたうはぴるんＣ１－２,,,,,,,,,,,,,,,,,直,200,曇,0.5,8,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,6,1715,普通,第４回　久石記念Ｂ４－７,,,,,,,,,,,,,,,,,直,200,曇,0.5,8,"混合　３歳以上 規定",330000,122000,69000,36000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,7,1750,普通,百目鬼かなた記念Ｂ４－５,,,,,,,,,,,,,,,,,直,200,曇,0.5,9,"混合　３歳以上 規定",330000,122000,69000,36000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,8,1825,普通,笹川真生ひかりのそこ第６走Ｂ３－９,,,,,,,,,,,,,,,,,直,200,曇,0.5,9,"混合　３歳以上 規定",340000,125000,71000,37000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,9,1855,普通,昭和の龍二ニンニクゴリラ賞Ｂ３－２,,,,,,,,,,,,,,,,,直,200,雨,0.7,9,"混合　３歳以上 規定",340000,125000,71000,37000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,10,1930,普通,小野寺渉！今までありがＢ２－１,,,,,,,,,,,,,,,,,直,200,雨,0.7,9,"混合　３歳以上 規定",420000,155000,88000,46000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,11,2000,特別,ライラック賞４歳オープン別定,,,,,,,,,,,,,,,,,直,200,雨,1.5,8,"混合　４歳 別定",880000,334000,193000,105000,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260524,12,2030,普通,Ｂ４－２,,,,,,,,,,,,,,,,,直,200,雨,1.5,8,"混合　３歳以上 規定",330000,122000,69000,36000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,1,1425,普通,もなせくんの好きにして賞Ｃ２－１２,,,,,,,,,,,,,,,,ダート,直,200,晴,2.2,10,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,2,1500,普通,入野巧也２７歳爆誕記念２歳未受賞ー２,,,,,,,,,,,,,,,,ダート,直,200,晴,2.2,8,"混合　２歳 規定",390000,144000,81000,42000,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,3,1535,普通,可愛い☆聖華＆シロクン杯２歳未受賞ー１,,,,,,,,,,,,,,,,ダート,直,200,晴,2.2,8,"混合　２歳 規定",390000,144000,81000,42000,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,4,1610,普通,秋田一成お誕生日会Ｃ２－９,,,,,,,,,,,,,,,,ダート,直,200,晴,2.2,9,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,5,1645,普通,第３回まぐたん＆ぶぅ来帯杯Ｃ２－２,,,,,,,,,,,,,,,,ダート,直,200,晴,2.1,10,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,6,1720,普通,義衛６３才誕生日おめでとう２歳受賞ー２,,,,,,,,,,,,,,,,ダート,直,200,晴,2.1,10,"混合　２歳 規定",510000,188000,107000,56000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,7,1755,普通,チカシ・リカ結婚記念日杯Ｃ１－４,,,,,,,,,,,,,,,,ダート,直,200,晴,2.0,9,"混合　３歳以上 規定",300000,111000,63000,33000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,8,1830,普通,爆走！ゆいまーる３１記念Ｂ４－４,,,,,,,,,,,,,,,,ダート,直,200,晴,2.0,9,"混合　３歳以上 規定",330000,122000,69000,36000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,9,1900,普通,祐誠、煌暉、和真祝入学記念Ｂ３－６,,,,,,,,,,,,,,,,ダート,直,200,晴,2.0,9,"混合　３歳以上 規定",340000,125000,71000,37000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,10,1930,普通,メゴドルののの生誕ウィークＢ３－１,,,,,,,,,,,,,,,,ダート,直,200,晴,2.0,9,"混合　３歳以上 規定",340000,125000,71000,37000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,11,2005,特別,"第４９回 大雪賞オープン",,,,,,,,,,,,,,,,ダート,直,200,晴,1.9,9,"混合　３歳以上 規定",970000,368000,213000,116000,77000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帯広ば,20260525,12,2040,普通,Ｂ１－２,,,,,,,,,,,,,,,,ダート,直,200,晴,1.9,9,"混合　３歳以上 規定",430000,159000,90000,47000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盛岡,20260504,1,1215,普通,ファーストステップ　２歳　新馬戦,,,,,,,,,,,,,,,,ダート,左,1000,曇,不良,5,サラブレッド系　２歳,2000000,700000,400000,260000,140000,48.2,37.2,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,2,3-4-5","1,(2,3)-4=5",,,,,,
盛岡,20260504,2,1250,普通,Ｃ２九組,,,,,,,,,,,,,,,,ダート,左,1200,曇,不良,11,サラブレッド系　一般,430000,151000,86000,56000,30000,49.0,37.1,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"(6,11,2),8,(1,7),3,5,(4,10)-9","(6,11)-1,2,8,7,(5,3),10,(4,9)",,,,,,
盛岡,20260504,3,1325,普通,Ｃ２八組,,,,,,,,,,,,,,,,ダート,左,1200,小雨,不良,11,サラブレッド系　一般,430000,151000,86000,56000,30000,48.4,36.8,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"11,(2,3),10,7,4-(1,8),9,6","11,2-(4,10),(3,7),1,(9,8,6)",,,,,,
盛岡,20260504,4,1405,普通,Ｃ２七組,,,,,,,,,,,,,,,,ダート,左,1200,小雨,不良,12,サラブレッド系　一般,430000,151000,86000,56000,30000,49.0,37.5,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"12,4,8-2,6,(1,3),(5,7,11,9)","12,4-2,8,1,3,5,6,7,11,9",,,,,,
盛岡,20260504,5,1440,普通,Ｃ２,,,,,,,,,,,,,,,,ダート,左,1000,小雨,不良,9,サラブレッド系　一般,430000,151000,86000,56000,30000,47.7,36.7,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"3,9,(4,5,6),(1,7),2-8","3-1,9,2,4,5,6-7-8",,,,,,
盛岡,20260504,6,1520,普通,Ｂ２,,,,,,,,,,,,,,,,ダート,左,1400,小雨,不良,12,サラブレッド系　一般,600000,210000,120000,78000,42000,50.6,38.6,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"2,10,(1,9),12,(4,5),(3,6),8-11-7","(2,10)-(1,9),5,4,(3,8,12,6)-11-7",,,,,,
盛岡,20260504,7,1555,普通,Ｂ２,,,,,,,,,,,,,,,,ダート,左,1400,小雨,不良,12,サラブレッド系　一般,600000,210000,120000,78000,42000,50.6,38.7,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,2,3,(5,4,7),(8,9)-6,10,12,11","(1,2)-3,5,8,4,(6,7),11,(10,9)-12",,,,,,
盛岡,20260504,8,1630,普通,Ｂ１Ｂ２混合,,,,,,,,,,,,,,,,ダート,左,1200,小雨,不良,10,"サラブレッド系　一般 別定",800000,280000,160000,104000,56000,49.2,38.0,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,5,7-9,(6,8,10)-(2,3)-4","1-(5,7),9,6,8,2,(3,10)-4",,,,,,
盛岡,20260504,9,1705,普通,Ｂ１二組Ｂ２一組混合,,,,,,,,,,,,,,,,ダート,左,1600,曇,不良,12,"サラブレッド系　一般 別定",800000,280000,160000,104000,56000,49.2,37.0,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"2,(3,6),5,(8,10,12)-(1,11),(4,7,9)","2,(6,12),5-(1,10,11),(3,8),(4,7,9)",,,,,,
盛岡,20260504,10,1740,普通,いわてくじ山形村短角牛賞Ｂ１一組,いわてくじ山形村短角牛賞,,,,,,,,,,,,,,,ダート,左,1600,小雨,不良,10,サラブレッド系　一般,800000,280000,160000,104000,56000,50.2,38.0,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"5,2,6,1,9,7,3,8-4","5,2,1,(6,9),3-8,7,4",,,,,,
盛岡,20260504,11,1815,特別,紫陽花賞Ｂ１,開催執務委員長賞,,,,,,,,,,,,,,,ダート,左,1800,小雨,不良,11,"サラブレッド系　一般 定量",900000,315000,180000,117000,63000,49.9,37.9,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"6,7,10,(3,4),2,(9,11),(1,5),8","6,7,10,2,3,(4,9),(1,11),5,8","6,7,10,8,9,2-(1,3),11,(5,4)","6,7,10,8,2,1,9,3-5,11,4",,,,
盛岡,20260505,1,1130,普通,Ｃ２,,,,,,,,,,,,,,,,ダート,左,1000,晴,不良,11,サラブレッド系　一般,430000,151000,86000,56000,30000,48.0,36.6,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"(10,11),7,9,2,4,(1,8),3,(6,5)","11,10,7,(2,9)-4,(1,8),3,6-5",,,,,,
盛岡,20260505,2,1210,普通,Ｃ２,,,,,,,,,,,,,,,,ダート,左,1000,晴,重,12,サラブレッド系　一般,430000,151000,86000,56000,30000,47.6,36.3,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"4,(5,12),1,3,(2,6),10,7,11,8-9","4,5,1,12,3-2,6,7,(10,11),8,9",,,,,,
盛岡,20260505,3,1245,普通,Ｃ２六組,,,,,,,,,,,,,,,,ダート,左,1200,晴,重,10,サラブレッド系　一般,430000,151000,86000,56000,30000,50.2,38.5,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"8,(1,4,9),10,5,(2,3),6-7","8,4,9,(1,5),10,2-(3,6),7",,,,,,
盛岡,20260505,4,1320,普通,Ｃ２五組,,,,,,,,,,,,,,,,ダート,左,1200,晴,重,11,サラブレッド系　一般,430000,151000,86000,56000,30000,49.9,37.7,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"(8,10,11),(3,5,7),(1,6,9)-(4,2)","8,11,10,7,(3,1,6,4,2)-5-9",,,,,,
盛岡,20260505,5,1355,普通,Ｃ２四組,,,,,,,,,,,,,,,,ダート,左,1200,晴,重,11,サラブレッド系　一般,430000,151000,86000,56000,30000,49.4,37.5,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"5,(9,10,11),(6,7),2,3,1-4,8","5,10,(6,9,11),2,7,(1,3),(8,4)",,,,,,
盛岡,20260505,6,1430,普通,３歳Ｂ１二組,,,,,,,,,,,,,,,,ダート,左,1400,晴,重,10,サラブレッド系　３歳,800000,280000,160000,104000,56000,50.6,38.4,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"(3,4),(5,10),(1,7),8,2,(9,6)","4,10,(3,1,8),(2,9),5,7,6",,,,,,
盛岡,20260505,7,1510,普通,３歳Ｂ１一組,,,,,,,,,,,,,,,,ダート,左,1400,晴,重,11,サラブレッド系　３歳,800000,280000,160000,104000,56000,50.6,38.6,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,4,11-5-3,(7,6),2-(9,10,8)","1-5,4,2-11,3,6,9,(7,8)-10",,,,,,
盛岡,20260505,8,1545,普通,Ｂ２,,,,,,,,,,,,,,,,ダート,左,1200,晴,重,10,サラブレッド系　一般,600000,210000,120000,78000,42000,49.0,37.2,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,6,9,(3,8,10)-5-4,(2,7)","(1,6,9),8,3-10,5-4-7-2",,,,,,
盛岡,20260505,9,1620,普通,Ｂ２,,,,,,,,,,,,,,,,ダート,左,1200,晴,重,10,サラブレッド系　一般,600000,210000,120000,78000,42000,49.1,37.3,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"3-5,9,2,8,4,(1,6),7-10","3,8,5,(2,4,9)-1,7,10-6",,,,,,
盛岡,20260505,10,1655,普通,コスプレ＆アニメ　ｆｅｌｌ賞Ｂ１,コスプレ＆アニメ　ｆｅｌｌ賞,,,,,,,,,,,,,,,ダート,左,1400,晴,重,11,サラブレッド系　一般,800000,280000,160000,104000,56000,51.1,38.7,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,5,6,10,(4,7,3,11)-9,8-2","(5,6),(1,10)-3,(8,11),4,2,9,7",,,,,,
盛岡,20260505,11,1730,重賞,"第４６回 ダイヤモンドカップ（ビッグアーサー賞）３歳",みちのく爽やか賞,ＪＢＣ協会賞,盛岡市長賞,開催執務委員長賞,,,,,,,,,,,,ダート,左,1800,晴,重,9,"サラブレッド系　３歳 定量",10000000,3500000,2000000,1500000,1000000,49.7,37.4,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"3,4,(1,6),(5,9),(2,8),7","3,4,6,1,5,9,8,2-7","3,4,6,(1,5),8,9-2-7","3,4,5,1,6,8-2,9=7",,,,
盛岡,20260505,12,1805,普通,株式会社カナンフーズ賞Ｂ１,株式会社カナンフーズ賞,,,,,,,,,,,,,,,ダート,左,1400,晴,重,12,サラブレッド系　一般,800000,280000,160000,104000,56000,49.5,37.3,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"4,7,(8,12),3,10,(1,11),(6,5,9),2","4,7-12,(3,10),1,11,5,6,2,9,8",,,,,,
盛岡,20260506,1,1130,普通,Ｃ２三組,,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,8,サラブレッド系　一般,430000,151000,86000,56000,30000,50.1,38.1,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"7,1,5,2,(4,8),3,6","7,(1,5),2,3,8,4,6",,,,,,
盛岡,20260506,2,1200,普通,Ｃ２二組,,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,9,サラブレッド系　一般,430000,151000,86000,56000,30000,50.5,38.5,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"9,1,5-(3,4),7,(6,8)-2","(9,5)-(1,3)-4,6,7,8,2",,,,,,
盛岡,20260506,3,1235,普通,Ｃ２一組,,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,9,サラブレッド系　一般,430000,151000,86000,56000,30000,50.8,38.6,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"3,4-1,7,9,5-2,(6,8)","3,4,1,7,9,2,6,5,8",,,,,,
盛岡,20260506,4,1310,普通,３歳Ｂ２三組,,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,11,サラブレッド系　３歳,700000,245000,140000,91000,49000,51.9,39.6,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"4,8,(2,10),11=5,7,9,(1,6),3","4-(2,10)-8,(5,11),(7,9),(6,3)-1",,,,,,
盛岡,20260506,5,1345,普通,３歳Ｂ２二組,,,,,,,,,,,,,,,,ダート,左,1400,晴,良,11,サラブレッド系　３歳,700000,245000,140000,91000,49000,51.5,39.1,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"8,2,(3,6),1,5,11,10-4,9,7","8,(2,6),1,10,(5,11),7,(4,9)-3",,,,,,
盛岡,20260506,6,1420,普通,３歳Ｂ２一組,,,,,,,,,,,,,,,,ダート,左,1400,晴,良,12,サラブレッド系　３歳,700000,245000,140000,91000,49000,50.7,38.4,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,7,(4,10),(6,8,9),12-2,(11,3)-5","1,7-10,(9,12)-4,8,(6,3),(2,11),5",,,,,,
盛岡,20260506,7,1500,普通,Ｂ１Ｂ２混合,,,,,,,,,,,,,,,,ダート,左,1400,晴,良,10,"サラブレッド系　一般 別定",800000,280000,160000,104000,56000,49.7,37.9,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"6,8,(2,4,7,9),10,(3,5)-1","(6,8),7-(5,9),(10,3),(2,4,1)",,,,,,
盛岡,20260506,8,1535,普通,Ｂ１,,,,,,,,,,,,,,,,ダート,左,1200,晴,良,11,サラブレッド系　一般,800000,280000,160000,104000,56000,49.8,38.5,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"3,(4,11),9,2,8-(1,10),5,7-6","3,4,9,(11,8),(1,2),10,5,7,6",,,,,,
盛岡,20260506,9,1610,普通,Ｂ１,,,,,,,,,,,,,,,,ダート,左,1200,晴,良,11,サラブレッド系　一般,800000,280000,160000,104000,56000,50.0,38.7,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"2,3,8,9,1,(4,6),11-7,5,10","(2,3)-4,6,(1,8,9),5,11,10,7",,,,,,
盛岡,20260506,10,1650,普通,Ｂ１,,,,,,,,,,,,,,,,ダート,左,1200,晴,良,12,サラブレッド系　一般,800000,280000,160000,104000,56000,49.5,38.0,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"6,12,(3,9),(1,4),(2,8,11),10,(7,5)","6,12,(1,3),4,2,8,(5,9,11),10,7",,,,,,
盛岡,20260506,11,1725,普通,Ｂ２三組,,,,,,,,,,,,,,,,ダート,左,1600,晴,良,12,サラブレッド系　一般,600000,210000,120000,78000,42000,51.1,38.6,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,3,11,8,(2,12)-7,(6,9)-(10,5),4","1,11,3,12,8,2,6,9,7,10,4,5",,,,,,
盛岡,20260506,12,1805,普通,夢・希望　未来へ前進Ｂ２二組,,,,,,,,,,,,,,,,ダート,左,1600,晴,良,12,サラブレッド系　一般,600000,210000,120000,78000,42000,48.7,36.6,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,(8,10,12,2),4,(5,6,11),9,7,3","(1,8),(4,10),(5,6),12,(9,2),7-11,3",,,,,,
盛岡,20260510,1,1210,普通,Ｃ２,,,,,,,,,,,,,,,,ダート,左,1000,晴,稍重,8,サラブレッド系　一般,430000,151000,86000,56000,30000,48.7,36.8,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"6,7,3,2,8,5,1,4","6,(7,2),3-8-(1,4),5",,,,,,
盛岡,20260510,2,1250,普通,Ｃ２九組,,,,,,,,,,,,,,,,ダート,左,1200,晴,稍重,9,サラブレッド系　一般,430000,151000,86000,56000,30000,51.1,39.1,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"(7,5),6-2-(1,3)-8-9-4","(7,5)-6-2-1,(3,8)-9,4",,,,,,
盛岡,20260510,3,1325,普通,Ｃ２八組,,,,,,,,,,,,,,,,ダート,左,1200,晴,稍重,9,サラブレッド系　一般,430000,151000,86000,56000,30000,49.6,37.6,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"(4,8),7-1,2-6-3,9,5","4-8,7-1,(2,3,6),9,5",,,,,,
盛岡,20260510,4,1400,普通,Ｃ２七組,,,,,,,,,,,,,,,,ダート,左,1200,晴,稍重,10,サラブレッド系　一般,430000,151000,86000,56000,30000,49.5,37.1,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"8,5,9,2,(3,10)-(6,4),7-1","8-5,(2,9),(3,10),(6,4),1,7",,,,,,
盛岡,20260510,5,1440,普通,３歳Ｃ１二組,,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,10,サラブレッド系　３歳,600000,210000,120000,78000,42000,51.7,38.9,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,6,8,5,10,7,9,2,4,3","1,6-(5,8)-(7,10),9,2-3,4",,,,,,
盛岡,20260510,6,1515,普通,３歳Ｃ１一組,,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,11,サラブレッド系　３歳,600000,210000,120000,78000,42000,51.5,38.7,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"3,6,7,(8,10),2,9,5,1,4,11","3,6,10,8,(7,2),(5,9,4),1,11",,,,,,
盛岡,20260510,7,1550,普通,Ｃ１,,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,12,サラブレッド系　一般,500000,175000,100000,65000,35000,50.5,38.2,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"(4,5),7,11,9,1,10,6,8-12,2,3","(4,5),7,(1,9),11,6,2,8,(10,12),3",,,,,,
盛岡,20260510,8,1625,普通,Ｃ１,,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,12,サラブレッド系　一般,500000,175000,100000,65000,35000,51.2,38.9,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"1,6,5,9,4,7,(11,12)-10,(2,3),8","1,6-(7,5),4,(11,9),(10,3),8,2,12",,,,,,
盛岡,20260510,9,1700,普通,岩手伝統工芸　浄法寺塗賞Ｃ１二組,,,,,,,,,,,,,,,,ダート,左,1600,晴,稍重,11,サラブレッド系　一般,500000,175000,100000,65000,35000,50.2,38.1,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"2,5,10,(7,9),(1,4),6,11-3,8","2,5,9,4,10,(6,7),1,11,8-3",,,,,,
盛岡,20260510,10,1740,普通,Ｃ１一組,,,,,,,,,,,,,,,,ダート,左,1600,晴,稍重,11,サラブレッド系　一般,500000,175000,100000,65000,35000,51.6,39.1,,,,,,,,,,,,,,,,３コーナー,４コーナー,,,,,,,"2,11,3,10,4,(6,8),9,1,(5,7)","11,(2,3),8,(9,10),1,4,(5,6)-7",,,,,,
